MONTH,DAY_OF_WEEK,DISTANCE_GROUP,SEGMENT_NUMBER,CONCURRENT_FLIGHTS,NUMBER_OF_SEATS,AIRPORT_FLIGHTS_MONTH,AIRLINE_FLIGHTS_MONTH,AIRLINE_AIRPORT_FLIGHTS_MONTH,AVG_MONTHLY_PASS_AIRPORT,AVG_MONTHLY_PASS_AIRLINE,FLT_ATTENDANTS_PER_PASS,GROUND_SERV_PER_PASS,PLANE_AGE,PREVIOUS_AIRPORT,PRCP,SNOW,SNWD,TMAX,AWND,DEP_TIME_BLK_0001_0559,DEP_TIME_BLK_0600_0659,DEP_TIME_BLK_0700_0759,DEP_TIME_BLK_0800_0859,DEP_TIME_BLK_0900_0959,DEP_TIME_BLK_1000_1059,DEP_TIME_BLK_1100_1159,DEP_TIME_BLK_1200_1259,DEP_TIME_BLK_1300_1359,DEP_TIME_BLK_1400_1459,DEP_TIME_BLK_1500_1559,DEP_TIME_BLK_1600_1659,DEP_TIME_BLK_1700_1759,DEP_TIME_BLK_1800_1859,DEP_TIME_BLK_1900_1959,DEP_TIME_BLK_2000_2059,DEP_TIME_BLK_2100_2159,DEP_TIME_BLK_2200_2259,DEP_TIME_BLK_2300_2359,CARRIER_NAME_Alaska_Airlines_Inc,CARRIER_NAME_Allegiant_Air,CARRIER_NAME_American_Airlines_Inc,CARRIER_NAME_American_Eagle_Airlines_Inc,CARRIER_NAME_Atlantic_Southeast_Airlines,CARRIER_NAME_Comair_Inc,CARRIER_NAME_Delta_Air_Lines_Inc,CARRIER_NAME_Endeavor_Air_Inc,CARRIER_NAME_Frontier_Airlines_Inc,CARRIER_NAME_Hawaiian_Airlines_Inc,CARRIER_NAME_JetBlue_Airways,CARRIER_NAME_Mesa_Airlines_Inc,"CARRIER_NAME_Midwest_Airline,_Inc",CARRIER_NAME_SkyWest_Airlines_Inc,CARRIER_NAME_Southwest_Airlines_Co,CARRIER_NAME_Spirit_Air_Lines,CARRIER_NAME_United_Air_Lines_Inc,DEPARTING_AIRPORT_Chicago_OHare_International,DEPARTING_AIRPORT_Houston_Intercontinental,DEPARTING_AIRPORT_Los_Angeles_International,principal_component
12,6,10,2,32,337,18534,51152,2274,2780593,8501631,0.0002538042406215,0.0002289854734932,0,1,0.0,0.0,0.0,74.0,4.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,19.618958698356767
